transaction_id,merchant_id,date,amount_sar,financed,term_days,days_to_repay,status
T-001111,M-1012,2026-03-01,56555,0,,,cash
T-002365,M-1029,2026-03-01,33489,0,,,cash
T-002727,M-1035,2026-03-01,10478,1,30,28,on_time
T-002941,M-1039,2026-03-01,24929,1,30,42,late
T-003241,M-1044,2026-03-01,12723,1,21,27,late
T-003323,M-1045,2026-03-01,8995,1,21,11,on_time
T-001630,M-1019,2026-03-02,12267,0,,,cash
T-002567,M-1032,2026-03-02,18034,1,30,50,late
T-003467,M-1047,2026-03-02,7531,1,21,43,late
T-003544,M-1048,2026-03-02,21916,1,21,7,on_time
T-004023,M-1056,2026-03-02,4116,1,21,13,on_time
T-000055,M-1001,2026-03-03,29958,1,30,19,on_time
T-000057,M-1001,2026-03-03,23462,0,,,cash
T-000158,M-1002,2026-03-03,49346,1,30,25,on_time
T-000159,M-1002,2026-03-03,47051,0,,,cash
T-000248,M-1003,2026-03-03,46799,1,30,26,on_time
T-000442,M-1005,2026-03-03,27117,1,30,27,on_time
T-000823,M-1009,2026-03-03,53805,0,,,cash
T-001017,M-1011,2026-03-03,35470,0,,,cash
T-001116,M-1012,2026-03-03,12042,0,,,cash
T-002564,M-1032,2026-03-03,10307,1,30,24,on_time
T-002730,M-1035,2026-03-03,5724,1,30,52,late
T-003242,M-1044,2026-03-03,14068,1,21,40,late
T-000051,M-1001,2026-03-04,46482,1,30,24,on_time
T-000439,M-1005,2026-03-04,28165,0,,,cash
T-000722,M-1008,2026-03-04,48913,1,30,18,on_time
T-001115,M-1012,2026-03-04,38107,0,,,cash
T-001556,M-1018,2026-03-04,20063,0,,,cash
T-001708,M-1020,2026-03-04,12586,1,30,19,on_time
T-001915,M-1023,2026-03-04,25806,0,,,cash
T-001919,M-1023,2026-03-04,13837,1,30,21,on_time
T-001998,M-1024,2026-03-04,17757,0,,,cash
T-002288,M-1028,2026-03-04,10448,0,,,cash
T-002363,M-1029,2026-03-04,19123,1,30,16,on_time
T-002782,M-1036,2026-03-04,28885,0,,,cash
T-002891,M-1038,2026-03-04,44459,1,30,27,on_time
T-002998,M-1040,2026-03-04,28387,1,30,23,on_time
T-003168,M-1043,2026-03-04,5544,1,21,13,on_time
T-004025,M-1056,2026-03-04,6540,0,,,cash
T-000342,M-1004,2026-03-05,57506,0,,,cash
T-000819,M-1009,2026-03-05,56888,1,30,30,on_time
T-001108,M-1012,2026-03-05,22429,1,30,25,on_time
T-001916,M-1023,2026-03-05,15815,0,,,cash
T-002433,M-1030,2026-03-05,11577,1,30,21,on_time
T-003247,M-1044,2026-03-05,19862,1,21,7,on_time
T-003546,M-1048,2026-03-05,17226,0,,,cash
T-003854,M-1053,2026-03-05,4453,1,21,21,on_time
T-000914,M-1010,2026-03-06,33207,1,30,25,on_time
T-001414,M-1016,2026-03-06,25569,0,,,cash
T-001849,M-1022,2026-03-06,16018,1,30,16,on_time
T-001920,M-1023,2026-03-06,20599,1,30,24,on_time
T-002843,M-1037,2026-03-06,17417,0,,,cash
T-002940,M-1039,2026-03-06,32890,1,30,30,on_time
T-002995,M-1040,2026-03-06,10462,1,30,28,on_time
T-000161,M-1002,2026-03-07,53374,1,30,21,on_time
T-000541,M-1006,2026-03-07,12783,0,,,cash
T-000818,M-1009,2026-03-07,49545,1,30,24,on_time
T-001554,M-1018,2026-03-07,25674,0,,,cash
T-002889,M-1038,2026-03-07,43210,0,,,cash
T-003853,M-1053,2026-03-07,4421,1,21,43,late
T-000917,M-1010,2026-03-08,27661,1,30,23,on_time
T-001632,M-1019,2026-03-08,4848,0,,,cash
T-001776,M-1021,2026-03-08,27420,1,30,26,on_time
T-001999,M-1024,2026-03-08,14339,0,,,cash
T-002070,M-1025,2026-03-08,20488,1,30,16,on_time
T-002140,M-1026,2026-03-08,14565,1,30,46,late
T-002292,M-1028,2026-03-08,18156,1,30,26,on_time
T-003325,M-1045,2026-03-08,17391,0,,,cash
T-003328,M-1045,2026-03-08,13942,0,,,cash
T-001350,M-1015,2026-03-09,19160,1,30,20,on_time
T-002067,M-1025,2026-03-09,21496,1,30,20,on_time
T-002285,M-1028,2026-03-09,22426,0,,,cash
T-003174,M-1043,2026-03-09,10557,1,21,32,late
T-003850,M-1053,2026-03-09,4015,1,21,17,on_time
T-003909,M-1054,2026-03-09,9198,1,21,26,late
T-000052,M-1001,2026-03-10,30552,1,30,19,on_time
T-000156,M-1002,2026-03-10,49047,1,30,24,on_time
T-000631,M-1007,2026-03-10,19129,0,,,cash
T-000719,M-1008,2026-03-10,57658,1,30,30,on_time
T-000824,M-1009,2026-03-10,46071,0,,,cash
T-001014,M-1011,2026-03-10,56470,0,,,cash
T-001705,M-1020,2026-03-10,18916,1,30,43,late
T-002135,M-1026,2026-03-10,6527,0,,,cash
T-002287,M-1028,2026-03-10,19352,1,30,17,on_time
T-002289,M-1028,2026-03-10,19860,1,30,16,on_time
T-002430,M-1030,2026-03-10,12365,0,,,cash
T-002431,M-1030,2026-03-10,9036,1,30,18,on_time
T-002626,M-1033,2026-03-10,16289,1,30,15,on_time
T-002842,M-1037,2026-03-10,7540,1,30,28,on_time
T-003322,M-1045,2026-03-10,16386,1,21,35,late
T-003397,M-1046,2026-03-10,10216,1,21,18,on_time
T-003964,M-1055,2026-03-10,5675,0,,,cash
T-000443,M-1005,2026-03-11,29934,0,,,cash
T-000542,M-1006,2026-03-11,33515,1,30,22,on_time
T-000918,M-1010,2026-03-11,22410,0,,,cash
T-001015,M-1011,2026-03-11,35976,1,30,21,on_time
T-001847,M-1022,2026-03-11,12859,1,30,24,on_time
T-001850,M-1022,2026-03-11,16991,1,30,29,on_time
T-002508,M-1031,2026-03-11,17056,1,30,17,on_time
T-002674,M-1034,2026-03-11,25237,1,30,18,on_time
T-003107,M-1042,2026-03-11,14713,1,30,22,on_time
T-003245,M-1044,2026-03-11,14258,0,,,cash
T-000053,M-1001,2026-03-12,36270,1,30,26,on_time
T-000720,M-1008,2026-03-12,70444,1,30,25,on_time
T-000913,M-1010,2026-03-12,30899,0,,,cash
T-001205,M-1013,2026-03-12,12753,1,30,21,on_time
T-001848,M-1022,2026-03-12,18196,1,30,25,on_time
T-002069,M-1025,2026-03-12,20784,0,,,cash
T-002890,M-1038,2026-03-12,34404,1,30,22,on_time
T-003171,M-1043,2026-03-12,7452,1,21,21,on_time
T-003329,M-1045,2026-03-12,6057,1,21,6,on_time
T-003469,M-1047,2026-03-12,11980,1,21,12,on_time
T-003541,M-1048,2026-03-12,17418,1,21,38,late
T-003851,M-1053,2026-03-12,3846,1,21,,default
T-000249,M-1003,2026-03-13,33133,0,,,cash
T-000347,M-1004,2026-03-13,9812,1,30,17,on_time
T-000438,M-1005,2026-03-13,18004,1,30,17,on_time
T-000441,M-1005,2026-03-13,31110,0,,,cash
T-000822,M-1009,2026-03-13,14806,1,30,22,on_time
T-001997,M-1024,2026-03-13,12082,1,30,23,on_time
T-002068,M-1025,2026-03-13,24570,0,,,cash
T-002290,M-1028,2026-03-13,24089,0,,,cash
T-002728,M-1035,2026-03-13,16863,0,,,cash
T-003400,M-1046,2026-03-13,17824,0,,,cash
T-003545,M-1048,2026-03-13,19678,0,,,cash
T-003607,M-1049,2026-03-13,18252,1,21,33,late
T-003912,M-1054,2026-03-13,10863,1,21,6,on_time
T-000344,M-1004,2026-03-14,55373,1,30,15,on_time
T-000440,M-1005,2026-03-14,25375,1,30,19,on_time
T-000630,M-1007,2026-03-14,43368,0,,,cash
T-001351,M-1015,2026-03-14,16280,0,,,cash
T-001777,M-1021,2026-03-14,36042,1,30,27,on_time
T-001779,M-1021,2026-03-14,31516,1,30,25,on_time
T-002002,M-1024,2026-03-14,10605,1,30,27,on_time
T-002507,M-1031,2026-03-14,31320,1,30,23,on_time
T-003170,M-1043,2026-03-14,9659,1,21,12,on_time
T-003243,M-1044,2026-03-14,11807,1,21,12,on_time
T-003244,M-1044,2026-03-14,8952,1,21,17,on_time
T-003609,M-1049,2026-03-14,11794,1,21,19,on_time
T-003679,M-1050,2026-03-14,9327,0,,,cash
T-000916,M-1010,2026-03-15,36496,1,30,26,on_time
T-001484,M-1017,2026-03-15,16861,0,,,cash
T-001486,M-1017,2026-03-15,28778,1,30,27,on_time
T-001626,M-1019,2026-03-15,9803,1,30,29,on_time
T-002141,M-1026,2026-03-15,20958,1,30,34,late
T-002210,M-1027,2026-03-15,46694,1,30,23,on_time
T-002364,M-1029,2026-03-15,18412,1,30,30,on_time
T-002566,M-1032,2026-03-15,13598,0,,,cash
T-002729,M-1035,2026-03-15,13605,1,30,25,on_time
T-003108,M-1042,2026-03-15,21670,0,,,cash
T-003172,M-1043,2026-03-15,13512,1,21,38,late
T-003466,M-1047,2026-03-15,7337,1,21,27,late
T-003798,M-1052,2026-03-15,6878,1,21,41,late
T-003910,M-1054,2026-03-15,7712,1,21,20,on_time
T-000250,M-1003,2026-03-16,72777,0,,,cash
T-000252,M-1003,2026-03-16,35972,1,30,24,on_time
T-000345,M-1004,2026-03-16,14351,1,30,23,on_time
T-000349,M-1004,2026-03-16,54087,0,,,cash
T-000912,M-1010,2026-03-16,26785,1,30,25,on_time
T-001415,M-1016,2026-03-16,20873,1,30,21,on_time
T-001627,M-1019,2026-03-16,8623,1,30,21,on_time
T-001778,M-1021,2026-03-16,21727,1,30,24,on_time
T-002435,M-1030,2026-03-16,17744,0,,,cash
T-002436,M-1030,2026-03-16,25979,1,30,43,late
T-002726,M-1035,2026-03-16,12026,1,30,30,on_time
T-002838,M-1037,2026-03-16,18574,1,30,30,on_time
T-002840,M-1037,2026-03-16,13069,1,30,20,on_time
T-002996,M-1040,2026-03-16,15501,1,30,30,on_time
T-003399,M-1046,2026-03-16,5280,0,,,cash
T-003542,M-1048,2026-03-16,5944,1,21,38,late
T-003678,M-1050,2026-03-16,7224,1,21,33,late
T-000632,M-1007,2026-03-17,46293,1,30,15,on_time
T-001273,M-1014,2026-03-17,10326,1,30,25,on_time
T-001352,M-1015,2026-03-17,20107,0,,,cash
T-001416,M-1016,2026-03-17,19800,1,30,28,on_time
T-001487,M-1017,2026-03-17,21301,0,,,cash
T-001490,M-1017,2026-03-17,20105,1,30,28,on_time
T-001629,M-1019,2026-03-17,12516,1,30,28,on_time
T-002139,M-1026,2026-03-17,29534,1,30,28,on_time
T-003799,M-1052,2026-03-17,7336,1,21,36,late
T-001208,M-1013,2026-03-18,23884,0,,,cash
T-001485,M-1017,2026-03-18,11563,0,,,cash
T-001633,M-1019,2026-03-18,4677,1,30,25,on_time
T-002362,M-1029,2026-03-18,18108,0,,,cash
T-002783,M-1036,2026-03-18,29344,1,30,26,on_time
T-002994,M-1040,2026-03-18,21213,1,30,17,on_time
T-003052,M-1041,2026-03-18,31195,0,,,cash
T-003608,M-1049,2026-03-18,19182,1,21,15,on_time
T-003966,M-1055,2026-03-18,4814,0,,,cash
T-003967,M-1055,2026-03-18,4397,1,21,45,late
T-004024,M-1056,2026-03-18,8781,1,21,6,on_time
T-000444,M-1005,2026-03-19,19111,1,30,18,on_time
T-001013,M-1011,2026-03-19,49650,0,,,cash
T-001110,M-1012,2026-03-19,15587,0,,,cash
T-001277,M-1014,2026-03-19,4796,1,30,27,on_time
T-001417,M-1016,2026-03-19,23348,1,30,16,on_time
T-001628,M-1019,2026-03-19,3999,0,,,cash
T-001845,M-1022,2026-03-19,9322,0,,,cash
T-001918,M-1023,2026-03-19,11782,0,,,cash
T-002506,M-1031,2026-03-19,32673,1,30,17,on_time
T-002623,M-1033,2026-03-19,9076,1,30,21,on_time
T-002781,M-1036,2026-03-19,22595,0,,,cash
T-002841,M-1037,2026-03-19,16258,1,30,18,on_time
T-003246,M-1044,2026-03-19,9295,0,,,cash
T-003677,M-1050,2026-03-19,6720,0,,,cash
T-003680,M-1050,2026-03-19,10281,1,21,30,late
T-003745,M-1051,2026-03-19,5188,1,21,,default
T-000157,M-1002,2026-03-20,71794,1,30,29,on_time
T-000343,M-1004,2026-03-20,27726,1,30,30,on_time
T-001207,M-1013,2026-03-20,33097,1,30,17,on_time
T-001488,M-1017,2026-03-20,18279,1,30,17,on_time
T-001631,M-1019,2026-03-20,6922,0,,,cash
T-002780,M-1036,2026-03-20,21766,1,30,51,late
T-003051,M-1041,2026-03-20,48694,0,,,cash
T-003053,M-1041,2026-03-20,31911,0,,,cash
T-003324,M-1045,2026-03-20,11447,1,21,8,on_time
T-003471,M-1047,2026-03-20,6563,1,21,45,late
T-003547,M-1048,2026-03-20,9870,0,,,cash
T-003606,M-1049,2026-03-20,11429,1,21,34,late
T-003611,M-1049,2026-03-20,20358,1,21,18,on_time
T-003612,M-1049,2026-03-20,8479,0,,,cash
T-000160,M-1002,2026-03-21,30057,1,30,18,on_time
T-000251,M-1003,2026-03-21,66879,0,,,cash
T-000254,M-1003,2026-03-21,49807,1,30,19,on_time
T-000348,M-1004,2026-03-21,55455,1,30,20,on_time
T-000633,M-1007,2026-03-21,18851,0,,,cash
T-001109,M-1012,2026-03-21,19348,1,30,15,on_time
T-001354,M-1015,2026-03-21,23332,1,30,55,late
T-002001,M-1024,2026-03-21,22555,1,30,29,on_time
T-003104,M-1042,2026-03-21,20317,1,30,23,on_time
T-000255,M-1003,2026-03-22,49755,1,30,52,late
T-000544,M-1006,2026-03-22,11092,1,30,18,on_time
T-000545,M-1006,2026-03-22,43853,0,,,cash
T-001009,M-1011,2026-03-22,53982,1,30,17,on_time
T-001112,M-1012,2026-03-22,26538,0,,,cash
T-001706,M-1020,2026-03-22,12147,1,30,30,on_time
T-002434,M-1030,2026-03-22,17472,1,30,22,on_time
T-002568,M-1032,2026-03-22,18670,1,30,19,on_time
T-003167,M-1043,2026-03-22,6090,1,21,20,on_time
T-003746,M-1051,2026-03-22,6115,1,21,33,late
T-003748,M-1051,2026-03-22,3743,1,21,12,on_time
T-000546,M-1006,2026-03-23,14355,1,30,24,on_time
T-000721,M-1008,2026-03-23,30047,1,30,21,on_time
T-000723,M-1008,2026-03-23,37932,1,30,16,on_time
T-000911,M-1010,2026-03-23,32217,1,30,19,on_time
T-001707,M-1020,2026-03-23,20468,1,30,30,on_time
T-001846,M-1022,2026-03-23,7971,1,30,18,on_time
T-002432,M-1030,2026-03-23,10302,1,30,22,on_time
T-002622,M-1033,2026-03-23,10160,1,30,15,on_time
T-003327,M-1045,2026-03-23,14648,0,,,cash
T-001011,M-1011,2026-03-24,53843,1,30,26,on_time
T-001349,M-1015,2026-03-24,23428,1,30,27,on_time
T-001418,M-1016,2026-03-24,25915,1,30,27,on_time
T-001555,M-1018,2026-03-24,28740,1,30,26,on_time
T-001557,M-1018,2026-03-24,14360,1,30,21,on_time
T-002003,M-1024,2026-03-24,16388,1,30,20,on_time
T-002563,M-1032,2026-03-24,10427,1,30,22,on_time
T-003169,M-1043,2026-03-24,6045,1,21,29,late
T-000050,M-1001,2026-03-25,29686,1,30,23,on_time
T-000346,M-1004,2026-03-25,31053,1,30,17,on_time
T-000445,M-1005,2026-03-25,23664,1,30,15,on_time
T-001016,M-1011,2026-03-25,33893,1,30,20,on_time
T-001272,M-1014,2026-03-25,16472,1,30,21,on_time
T-001775,M-1021,2026-03-25,34117,1,30,51,late
T-001921,M-1023,2026-03-25,31280,1,30,17,on_time
T-002000,M-1024,2026-03-25,19703,1,30,21,on_time
T-002138,M-1026,2026-03-25,16410,1,30,18,on_time
T-002211,M-1027,2026-03-25,50671,1,30,25,on_time
T-002437,M-1030,2026-03-25,7400,1,30,23,on_time
T-002942,M-1039,2026-03-25,36740,1,30,29,on_time
T-003173,M-1043,2026-03-25,10351,1,21,7,on_time
T-003326,M-1045,2026-03-25,5884,1,21,15,on_time
T-003398,M-1046,2026-03-25,12964,1,21,8,on_time
T-003747,M-1051,2026-03-25,6213,0,,,cash
T-003749,M-1051,2026-03-25,5596,1,21,,default
T-000446,M-1005,2026-03-26,23831,1,30,20,on_time
T-000724,M-1008,2026-03-26,34146,0,,,cash
T-000820,M-1009,2026-03-26,84127,1,30,26,on_time
T-000915,M-1010,2026-03-26,24245,0,,,cash
T-001018,M-1011,2026-03-26,49831,0,,,cash
T-001353,M-1015,2026-03-26,10676,0,,,cash
T-001413,M-1016,2026-03-26,20067,1,30,23,on_time
T-001917,M-1023,2026-03-26,22816,1,30,20,on_time
T-002136,M-1026,2026-03-26,16169,1,30,29,on_time
T-002672,M-1034,2026-03-26,23592,1,30,25,on_time
T-003465,M-1047,2026-03-26,5544,1,21,20,on_time
T-003543,M-1048,2026-03-26,16401,1,21,13,on_time
T-003855,M-1053,2026-03-26,1827,1,21,24,late
T-001206,M-1013,2026-03-27,18310,0,,,cash
T-001276,M-1014,2026-03-27,13975,1,30,22,on_time
T-002286,M-1028,2026-03-27,15904,1,30,24,on_time
T-002621,M-1033,2026-03-27,20045,0,,,cash
T-002624,M-1033,2026-03-27,7970,0,,,cash
T-002997,M-1040,2026-03-27,21367,0,,,cash
T-002999,M-1040,2026-03-27,21314,1,30,17,on_time
T-003676,M-1050,2026-03-27,5614,1,21,12,on_time
T-003911,M-1054,2026-03-27,6268,1,21,,default
T-003963,M-1055,2026-03-27,6705,1,21,40,late
T-000054,M-1001,2026-03-28,25989,1,30,30,on_time
T-000634,M-1007,2026-03-28,33711,1,30,27,on_time
T-000821,M-1009,2026-03-28,59235,1,30,22,on_time
T-001709,M-1020,2026-03-28,19364,1,30,28,on_time
T-002673,M-1034,2026-03-28,35324,1,30,20,on_time
T-003468,M-1047,2026-03-28,14357,0,,,cash
T-003470,M-1047,2026-03-28,11674,0,,,cash
T-003852,M-1053,2026-03-28,3163,0,,,cash
T-003965,M-1055,2026-03-28,6944,1,21,10,on_time
T-000162,M-1002,2026-03-29,51346,1,30,18,on_time
T-000164,M-1002,2026-03-29,66046,0,,,cash
T-000167,M-1002,2026-03-29,49124,1,30,26,on_time
T-000261,M-1003,2026-03-29,41322,0,,,cash
T-000928,M-1010,2026-03-29,13725,1,30,30,on_time
T-002004,M-1024,2026-03-29,16636,0,,,cash
T-002510,M-1031,2026-03-29,24075,0,,,cash
T-002677,M-1034,2026-03-29,14585,0,,,cash
T-002678,M-1034,2026-03-29,25850,1,30,23,on_time
T-003178,M-1043,2026-03-29,10841,0,,,cash
T-003918,M-1054,2026-03-29,3123,1,21,44,late
T-000168,M-1002,2026-03-30,18802,1,30,28,on_time
T-000730,M-1008,2026-03-30,31449,1,30,16,on_time
T-001212,M-1013,2026-03-30,9120,1,30,45,late
T-001359,M-1015,2026-03-30,16465,1,30,16,on_time
T-001927,M-1023,2026-03-30,13757,1,30,50,late
T-002008,M-1024,2026-03-30,7145,0,,,cash
T-002072,M-1025,2026-03-30,28478,1,30,18,on_time
T-002368,M-1029,2026-03-30,15292,0,,,cash
T-002438,M-1030,2026-03-30,14821,1,30,15,on_time
T-002572,M-1032,2026-03-30,22322,1,30,27,on_time
T-002675,M-1034,2026-03-30,24374,1,30,29,on_time
T-002731,M-1035,2026-03-30,24000,1,30,28,on_time
T-003916,M-1054,2026-03-30,3880,0,,,cash
T-000061,M-1001,2026-03-31,28934,1,30,20,on_time
T-000065,M-1001,2026-03-31,19770,1,30,26,on_time
T-000353,M-1004,2026-03-31,29111,1,30,15,on_time
T-000448,M-1005,2026-03-31,26870,0,,,cash
T-000449,M-1005,2026-03-31,20882,1,30,26,on_time
T-000728,M-1008,2026-03-31,40133,1,30,17,on_time
T-001357,M-1015,2026-03-31,14091,1,30,15,on_time
T-001493,M-1017,2026-03-31,9827,0,,,cash
T-001637,M-1019,2026-03-31,9735,0,,,cash
T-001929,M-1023,2026-03-31,11878,0,,,cash
T-002144,M-1026,2026-03-31,19863,1,30,46,late
T-002145,M-1026,2026-03-31,31814,1,30,27,on_time
T-002785,M-1036,2026-03-31,31481,1,30,25,on_time
T-001026,M-1011,2026-04-01,33640,1,30,33,late
T-001491,M-1017,2026-04-01,11469,1,30,17,on_time
T-003109,M-1042,2026-04-01,34247,1,30,22,on_time
T-003333,M-1045,2026-04-01,26196,0,,,cash
T-003550,M-1048,2026-04-01,22001,1,21,7,on_time
T-000355,M-1004,2026-04-02,54728,1,30,18,on_time
T-000551,M-1006,2026-04-02,27308,1,30,19,on_time
T-000726,M-1008,2026-04-02,28988,1,30,18,on_time
T-000926,M-1010,2026-04-02,29315,0,,,cash
T-001117,M-1012,2026-04-02,28402,0,,,cash
T-001118,M-1012,2026-04-02,23763,1,30,19,on_time
T-001119,M-1012,2026-04-02,28601,1,30,18,on_time
T-001497,M-1017,2026-04-02,23838,1,30,17,on_time
T-002788,M-1036,2026-04-02,17570,1,30,25,on_time
T-003616,M-1049,2026-04-02,20423,1,21,15,on_time
T-003801,M-1052,2026-04-02,3658,1,21,15,on_time
T-003968,M-1055,2026-04-02,5340,1,21,46,late
T-000548,M-1006,2026-04-03,35903,0,,,cash
T-001710,M-1020,2026-04-03,22650,1,30,21,on_time
T-001711,M-1020,2026-04-03,15748,0,,,cash
T-001786,M-1021,2026-04-03,26566,1,30,20,on_time
T-002293,M-1028,2026-04-03,38660,0,,,cash
T-002296,M-1028,2026-04-03,56684,1,30,18,on_time
T-002846,M-1037,2026-04-03,34204,1,30,22,on_time
T-002943,M-1039,2026-04-03,23443,1,30,25,on_time
T-000165,M-1002,2026-04-04,32186,1,30,28,on_time
T-000727,M-1008,2026-04-04,35921,0,,,cash
T-002006,M-1024,2026-04-04,17366,1,30,20,on_time
T-002009,M-1024,2026-04-04,6255,1,30,24,on_time
T-002676,M-1034,2026-04-04,12288,1,30,26,on_time
T-002944,M-1039,2026-04-04,4821,1,30,24,on_time
T-003475,M-1047,2026-04-04,9643,1,21,9,on_time
T-003682,M-1050,2026-04-04,10810,0,,,cash
T-000259,M-1003,2026-04-05,39178,1,30,25,on_time
T-000641,M-1007,2026-04-05,7250,0,,,cash
T-000732,M-1008,2026-04-05,49562,1,30,24,on_time
T-001360,M-1015,2026-04-05,15692,1,30,19,on_time
T-001852,M-1022,2026-04-05,17835,0,,,cash
T-002571,M-1032,2026-04-05,19911,0,,,cash
T-003404,M-1046,2026-04-05,9255,1,21,24,late
T-003856,M-1053,2026-04-05,6865,0,,,cash
T-003913,M-1054,2026-04-05,6151,1,21,18,on_time
T-000356,M-1004,2026-04-06,40405,1,30,29,on_time
T-000729,M-1008,2026-04-06,31271,1,30,15,on_time
T-000828,M-1009,2026-04-06,81516,1,30,18,on_time
T-001281,M-1014,2026-04-06,13195,1,30,23,on_time
T-001638,M-1019,2026-04-06,23256,0,,,cash
T-002073,M-1025,2026-04-06,18356,1,30,24,on_time
T-002074,M-1025,2026-04-06,19057,1,30,15,on_time
T-002294,M-1028,2026-04-06,32751,0,,,cash
T-003403,M-1046,2026-04-06,8442,1,21,13,on_time
T-003473,M-1047,2026-04-06,8869,1,21,10,on_time
T-000354,M-1004,2026-04-07,48894,1,30,25,on_time
T-000455,M-1005,2026-04-07,29557,1,30,17,on_time
T-001025,M-1011,2026-04-07,59130,1,30,30,on_time
T-001355,M-1015,2026-04-07,4894,1,30,43,late
T-001423,M-1016,2026-04-07,33402,1,30,16,on_time
T-001564,M-1018,2026-04-07,37913,1,30,15,on_time
T-001635,M-1019,2026-04-07,13237,1,30,18,on_time
T-001712,M-1020,2026-04-07,19798,1,30,23,on_time
T-001923,M-1023,2026-04-07,23899,0,,,cash
T-002369,M-1029,2026-04-07,23684,0,,,cash
T-002440,M-1030,2026-04-07,25661,1,30,27,on_time
T-003000,M-1040,2026-04-07,21014,0,,,cash
T-003112,M-1042,2026-04-07,14967,1,30,18,on_time
T-003803,M-1052,2026-04-07,4072,1,21,,default
T-003915,M-1054,2026-04-07,3941,1,21,13,on_time
T-003917,M-1054,2026-04-07,3001,1,21,20,on_time
T-003972,M-1055,2026-04-07,2003,1,21,13,on_time
T-000450,M-1005,2026-04-08,28730,1,30,29,on_time
T-000453,M-1005,2026-04-08,27977,0,,,cash
T-000643,M-1007,2026-04-08,40378,1,30,29,on_time
T-000831,M-1009,2026-04-08,48590,1,30,29,on_time
T-000925,M-1010,2026-04-08,9897,0,,,cash
T-001123,M-1012,2026-04-08,26551,1,30,29,on_time
T-002679,M-1034,2026-04-08,7406,0,,,cash
T-002946,M-1039,2026-04-08,18920,0,,,cash
T-003405,M-1046,2026-04-08,4683,1,21,10,on_time
T-003551,M-1048,2026-04-08,16718,0,,,cash
T-000062,M-1001,2026-04-09,28912,1,30,16,on_time
T-001023,M-1011,2026-04-09,61914,1,30,29,on_time
T-001782,M-1021,2026-04-09,17496,1,30,30,on_time
T-002367,M-1029,2026-04-09,31339,1,30,20,on_time
T-002443,M-1030,2026-04-09,16491,0,,,cash
T-002845,M-1037,2026-04-09,39272,0,,,cash
T-003402,M-1046,2026-04-09,3281,1,21,46,late
T-000827,M-1009,2026-04-10,35942,1,30,16,on_time
T-001279,M-1014,2026-04-10,16808,1,30,20,on_time
T-001639,M-1019,2026-04-10,1061,1,30,15,on_time
T-001928,M-1023,2026-04-10,15661,0,,,cash
T-003004,M-1040,2026-04-10,16622,1,30,18,on_time
T-003613,M-1049,2026-04-10,22082,1,21,18,on_time
T-003800,M-1052,2026-04-10,1148,1,21,25,late
T-000357,M-1004,2026-04-11,43618,1,30,25,on_time
T-000923,M-1010,2026-04-11,11139,0,,,cash
T-001210,M-1013,2026-04-11,23621,0,,,cash
T-002075,M-1025,2026-04-11,28054,1,30,30,on_time
T-002214,M-1027,2026-04-11,11914,0,,,cash
T-002441,M-1030,2026-04-11,22873,0,,,cash
T-002442,M-1030,2026-04-11,14381,1,30,27,on_time
T-002444,M-1030,2026-04-11,18450,1,30,15,on_time
T-002784,M-1036,2026-04-11,18745,1,30,23,on_time
T-002786,M-1036,2026-04-11,39423,1,30,19,on_time
T-002894,M-1038,2026-04-11,36634,1,30,22,on_time
T-002945,M-1039,2026-04-11,34959,1,30,49,late
T-003113,M-1042,2026-04-11,20189,1,30,25,on_time
T-003180,M-1043,2026-04-11,5981,1,21,8,on_time
T-003331,M-1045,2026-04-11,20472,1,21,10,on_time
T-003552,M-1048,2026-04-11,13550,0,,,cash
T-000352,M-1004,2026-04-12,64159,0,,,cash
T-000553,M-1006,2026-04-12,10770,1,30,16,on_time
T-000638,M-1007,2026-04-12,28981,1,30,26,on_time
T-000734,M-1008,2026-04-12,43344,1,30,22,on_time
T-000924,M-1010,2026-04-12,15755,1,30,28,on_time
T-001120,M-1012,2026-04-12,28619,1,30,20,on_time
T-001124,M-1012,2026-04-12,34867,1,30,30,on_time
T-001713,M-1020,2026-04-12,11196,0,,,cash
T-001784,M-1021,2026-04-12,19600,1,30,25,on_time
T-001922,M-1023,2026-04-12,15759,0,,,cash
T-002370,M-1029,2026-04-12,9339,1,30,18,on_time
T-002509,M-1031,2026-04-12,27621,1,30,22,on_time
T-003914,M-1054,2026-04-12,4237,0,,,cash
T-003971,M-1055,2026-04-12,3100,1,21,31,late
T-000060,M-1001,2026-04-13,25246,0,,,cash
T-000547,M-1006,2026-04-13,29091,0,,,cash
T-000922,M-1010,2026-04-13,27049,1,30,19,on_time
T-001361,M-1015,2026-04-13,15170,1,30,44,late
T-001495,M-1017,2026-04-13,8697,1,30,48,late
T-002071,M-1025,2026-04-13,12776,1,30,16,on_time
T-003175,M-1043,2026-04-13,6432,0,,,cash
T-000642,M-1007,2026-04-14,25485,1,30,29,on_time
T-000825,M-1009,2026-04-14,86317,1,30,19,on_time
T-000919,M-1010,2026-04-14,21800,1,30,17,on_time
T-000927,M-1010,2026-04-14,30704,1,30,22,on_time
T-001024,M-1011,2026-04-14,12826,0,,,cash
T-001211,M-1013,2026-04-14,13491,1,30,22,on_time
T-001420,M-1016,2026-04-14,42395,0,,,cash
T-001640,M-1019,2026-04-14,11326,0,,,cash
T-001780,M-1021,2026-04-14,20411,1,30,19,on_time
